product_category,customer_location,shipping_method,delivery_time
Toys & Games,Bhopal,Economy,10
Automotive,Nagpur,Economy,9
Books,Nagpur,Express,7
Sports & Outdoors,Lucknow,Economy,9
Electronics,Kanpur,Standard,6
Health & Household,Bangalore,Economy,5
Sports & Outdoors,Bangalore,Express,3
Beauty & Personal Care,Mumbai,Economy,5
Home Goods,Chennai,Economy,7
Sports & Outdoors,Mumbai,Economy,8
Electronics,Mumbai,Economy,6
Automotive,Surat,Standard,4
Electronics,Pune,Priority,4
Beauty & Personal Care,Delhi,Express,3
Beauty & Personal Care,Kolkata,Standard,5
Clothing,Mumbai,Standard,3
Books,Jaipur,Economy,7
Clothing,Indore,Economy,9
Tools & Home Improvement,Bangalore,Express,5
Automotive,Bhopal,Express,6
Beauty & Personal Care,Mumbai,Express,2
Toys & Games,Chennai,Express,5
Home Goods,Surat,Express,4
Books,Bangalore,Economy,7
Sports & Outdoors,Surat,Standard,6
Home Goods,Chennai,Express,3
Health & Household,Kolkata,Express,1
Sports & Outdoors,Lucknow,Priority,4
Automotive,Nagpur,Standard,8
Books,Surat,Standard,7
Health & Household,Nagpur,Priority,3
Home Goods,Bangalore,Standard,4
Books,Ahmedabad,Express,4
Sports & Outdoors,Bhopal,Priority,5
Home Goods,Ahmedabad,Express,3
Electronics,Ahmedabad,Standard,3
Electronics,Bangalore,Standard,5
Beauty & Personal Care,Mumbai,Priority,1
Sports & Outdoors,Delhi,Economy,8
Automotive,Mumbai,Priority,4
Beauty & Personal Care,Chennai,Economy,5
Health & Household,Nagpur,Standard,5
Health & Household,Lucknow,Express,5
Toys & Games,Kolkata,Economy,7
Automotive,Jaipur,Standard,6
Automotive,Delhi,Express,5
Books,Mumbai,Economy,8
Toys & Games,Pune,Express,4
Electronics,Nagpur,Express,5
Toys & Games,Nagpur,Standard,8
Sports & Outdoors,Hyderabad,Economy,4
Electronics,Mumbai,Economy,6
Sports & Outdoors,Mumbai,Standard,5
Health & Household,Lucknow,Standard,4
Automotive,Lucknow,Express,4
Books,Bhopal,Economy,10
Books,Indore,Express,6
Automotive,Hyderabad,Economy,5
Toys & Games,Hyderabad,Priority,2
Health & Household,Indore,Standard,5
Books,Indore,Express,6
Automotive,Ahmedabad,Economy,5
Health & Household,Pune,Priority,2
Health & Household,Pune,Express,2
Sports & Outdoors,Indore,Priority,4
Electronics,Ahmedabad,Economy,5
Tools & Home Improvement,Kanpur,Economy,9
Beauty & Personal Care,Jaipur,Express,6
Toys & Games,Chennai,Economy,7
Books,Jaipur,Priority,2
Automotive,Indore,Standard,5
Electronics,Jaipur,Priority,4
Home Goods,Kolkata,Express,3
Health & Household,Mumbai,Economy,6
Tools & Home Improvement,Bangalore,Priority,2
Automotive,Surat,Express,6
Automotive,Surat,Economy,7
Automotive,Delhi,Standard,6
Toys & Games,Pune,Standard,4
Health & Household,Delhi,Priority,4
Books,Bhopal,Express,7
Toys & Games,Jaipur,Standard,6
Tools & Home Improvement,Nagpur,Priority,4
Electronics,Mumbai,Express,5
Books,Pune,Economy,7
Toys & Games,Lucknow,Standard,4
Sports & Outdoors,Ahmedabad,Express,4
Toys & Games,Nagpur,Priority,3
Electronics,Nagpur,Express,8
Beauty & Personal Care,Surat,Economy,8
Clothing,Lucknow,Priority,4
Clothing,Mumbai,Economy,5
Tools & Home Improvement,Chennai,Priority,3
Tools & Home Improvement,Bhopal,Economy,10
Sports & Outdoors,Hyderabad,Express,4
Books,Mumbai,Economy,7
Automotive,Bangalore,Economy,5
Automotive,Lucknow,Economy,9
Toys & Games,Jaipur,Standard,7
Clothing,Jaipur,Priority,3
Tools & Home Improvement,Mumbai,Priority,4
Toys & Games,Surat,Priority,3
Clothing,Mumbai,Standard,5
Electronics,Bhopal,Express,8
Beauty & Personal Care,Surat,Express,4
Electronics,Kolkata,Priority,1
Tools & Home Improvement,Mumbai,Priority,5
Tools & Home Improvement,Jaipur,Economy,10
Tools & Home Improvement,Jaipur,Economy,9
Books,Surat,Standard,5
Toys & Games,Bhopal,Priority,6
Clothing,Mumbai,Standard,4
Electronics,Kolkata,Express,5
Books,Kolkata,Express,2
Tools & Home Improvement,Kanpur,Express,7
Sports & Outdoors,Kolkata,Economy,5
Health & Household,Lucknow,Priority,5
Toys & Games,Lucknow,Economy,6
Health & Household,Bangalore,Express,4
Books,Surat,Priority,5
Clothing,Ahmedabad,Standard,4
Sports & Outdoors,Hyderabad,Economy,7
Books,Chennai,Priority,1
Home Goods,Kolkata,Priority,1
Health & Household,Bangalore,Standard,3
Beauty & Personal Care,Kolkata,Standard,3
Tools & Home Improvement,Bhopal,Express,6
Clothing,Pune,Priority,1
Beauty & Personal Care,Pune,Express,1
Sports & Outdoors,Bhopal,Express,7
Sports & Outdoors,Pune,Standard,2
Health & Household,Bhopal,Express,6
Toys & Games,Indore,Express,5
Beauty & Personal Care,Mumbai,Standard,5
Toys & Games,Ahmedabad,Economy,4
Beauty & Personal Care,Ahmedabad,Economy,6
Automotive,Delhi,Express,3
Electronics,Nagpur,Priority,6
Books,Kanpur,Priority,5
Toys & Games,Surat,Express,6
Health & Household,Mumbai,Standard,3
Electronics,Delhi,Express,4
Home Goods,Mumbai,Express,4
Electronics,Lucknow,Standard,5
Electronics,Surat,Standard,7
Books,Bangalore,Standard,4
Beauty & Personal Care,Delhi,Priority,2
Tools & Home Improvement,Mumbai,Express,3
Clothing,Indore,Priority,3
Books,Delhi,Economy,5
Toys & Games,Nagpur,Standard,8
Books,Nagpur,Express,4
Beauty & Personal Care,Lucknow,Express,4
Beauty & Personal Care,Ahmedabad,Priority,2
Health & Household,Chennai,Economy,8
Books,Jaipur,Express,3
Home Goods,Chennai,Priority,4
Automotive,Mumbai,Express,3
Electronics,Nagpur,Economy,11
Clothing,Pune,Economy,5
Sports & Outdoors,Nagpur,Priority,3
Sports & Outdoors,Jaipur,Standard,4
Books,Hyderabad,Express,2
Health & Household,Kolkata,Economy,6
Electronics,Jaipur,Economy,10
Sports & Outdoors,Mumbai,Express,3
Health & Household,Chennai,Express,5
Clothing,Kanpur,Priority,6
Health & Household,Kolkata,Economy,4
Automotive,Kolkata,Standard,5
Clothing,Jaipur,Economy,8
Tools & Home Improvement,Lucknow,Standard,7
Clothing,Lucknow,Economy,7
Clothing,Chennai,Standard,6
Clothing,Chennai,Economy,7
Automotive,Indore,Economy,8
Home Goods,Kanpur,Express,7
Automotive,Delhi,Economy,6
Automotive,Mumbai,Express,5
Tools & Home Improvement,Jaipur,Priority,4
Beauty & Personal Care,Nagpur,Standard,8
Beauty & Personal Care,Mumbai,Priority,4
Automotive,Hyderabad,Standard,5
Toys & Games,Lucknow,Economy,8
Books,Delhi,Economy,6
Sports & Outdoors,Jaipur,Economy,7
Beauty & Personal Care,Chennai,Express,2
Tools & Home Improvement,Jaipur,Standard,6
Home Goods,Ahmedabad,Express,1
Books,Surat,Economy,7
Books,Pune,Express,3
Beauty & Personal Care,Kolkata,Standard,4
Sports & Outdoors,Bhopal,Economy,10
Clothing,Chennai,Economy,8
Books,Bhopal,Express,5
Health & Household,Delhi,Economy,5
Health & Household,Lucknow,Priority,5
Automotive,Pune,Priority,3
Electronics,Pune,Express,5
Sports & Outdoors,Jaipur,Priority,5
Clothing,Indore,Priority,4
Tools & Home Improvement,Indore,Standard,7
Home Goods,Mumbai,Express,5
Beauty & Personal Care,Mumbai,Priority,1
Books,Bangalore,Standard,5
Home Goods,Bhopal,Express,7
Beauty & Personal Care,Ahmedabad,Economy,4
Health & Household,Chennai,Priority,3
Sports & Outdoors,Delhi,Express,2
Tools & Home Improvement,Indore,Standard,6
Clothing,Indore,Priority,5
Books,Jaipur,Standard,7
Tools & Home Improvement,Bhopal,Priority,5
Beauty & Personal Care,Ahmedabad,Economy,5
Books,Bhopal,Standard,8
Automotive,Ahmedabad,Express,4
Books,Delhi,Economy,6
Books,Kolkata,Standard,3
Health & Household,Hyderabad,Priority,1
Sports & Outdoors,Jaipur,Express,5
Beauty & Personal Care,Nagpur,Express,4
Sports & Outdoors,Ahmedabad,Standard,2
Books,Indore,Standard,8
Toys & Games,Bhopal,Express,5
Books,Kanpur,Priority,6
Books,Ahmedabad,Economy,7
Sports & Outdoors,Bhopal,Priority,4
Books,Surat,Standard,4
Electronics,Pune,Standard,3
Clothing,Pune,Express,1
Automotive,Kanpur,Standard,7
Tools & Home Improvement,Kolkata,Economy,7
Beauty & Personal Care,Bangalore,Express,5
Electronics,Lucknow,Express,6
Automotive,Kanpur,Standard,8
Toys & Games,Bhopal,Economy,9
Electronics,Lucknow,Standard,8
Books,Chennai,Economy,8
Sports & Outdoors,Bhopal,Economy,10
Books,Bhopal,Priority,3
Electronics,Jaipur,Express,6
Automotive,Hyderabad,Express,2
Clothing,Hyderabad,Standard,2
Home Goods,Nagpur,Express,6
Tools & Home Improvement,Surat,Economy,10
Toys & Games,Chennai,Standard,4
Electronics,Lucknow,Standard,5
Automotive,Pune,Express,4
Books,Pune,Priority,1
Toys & Games,Pune,Economy,4
Electronics,Surat,Standard,7
Health & Household,Lucknow,Express,3
Home Goods,Chennai,Economy,5
Tools & Home Improvement,Jaipur,Standard,8
Health & Household,Delhi,Express,2
Sports & Outdoors,Kanpur,Economy,7
Home Goods,Nagpur,Economy,9
Toys & Games,Surat,Standard,7
Automotive,Surat,Standard,5
Health & Household,Bhopal,Standard,7
Toys & Games,Delhi,Standard,4
Books,Kanpur,Express,7
Home Goods,Kolkata,Standard,2
Electronics,Kolkata,Economy,5
Automotive,Kolkata,Standard,4
Clothing,Bangalore,Economy,5
Electronics,Mumbai,Priority,4
Health & Household,Kanpur,Economy,9
Books,Jaipur,Economy,6
Clothing,Delhi,Priority,3
Home Goods,Bhopal,Priority,4
Tools & Home Improvement,Kolkata,Standard,5
Clothing,Pune,Standard,5
Clothing,Bangalore,Economy,7
Health & Household,Nagpur,Economy,9
Beauty & Personal Care,Hyderabad,Standard,3
Clothing,Bangalore,Standard,4
Beauty & Personal Care,Indore,Express,5
Automotive,Jaipur,Priority,2
Electronics,Bhopal,Economy,8
Home Goods,Nagpur,Priority,6
Health & Household,Kanpur,Standard,6
Books,Delhi,Priority,3
Sports & Outdoors,Indore,Economy,10
Tools & Home Improvement,Lucknow,Priority,6
Home Goods,Bhopal,Economy,8
Electronics,Hyderabad,Express,3
Automotive,Pune,Standard,5
Books,Surat,Priority,3
Home Goods,Indore,Priority,6
Tools & Home Improvement,Chennai,Standard,6
Books,Ahmedabad,Express,4
Books,Bangalore,Express,5
Tools & Home Improvement,Delhi,Express,5
Beauty & Personal Care,Bhopal,Priority,6
Books,Nagpur,Express,7
Electronics,Ahmedabad,Priority,4
Toys & Games,Surat,Express,3
Tools & Home Improvement,Mumbai,Express,6
Tools & Home Improvement,Mumbai,Express,6
Home Goods,Surat,Economy,7
Beauty & Personal Care,Mumbai,Economy,5
Tools & Home Improvement,Delhi,Express,4
Electronics,Nagpur,Express,6
Tools & Home Improvement,Bhopal,Economy,10
Tools & Home Improvement,Chennai,Express,5
Health & Household,Ahmedabad,Standard,3
Clothing,Jaipur,Standard,7
Tools & Home Improvement,Ahmedabad,Express,3
Beauty & Personal Care,Indore,Priority,5
Sports & Outdoors,Indore,Economy,8
Electronics,Mumbai,Express,4
Toys & Games,Kolkata,Priority,1
Automotive,Surat,Economy,8
Home Goods,Chennai,Priority,2
Automotive,Surat,Express,4
Tools & Home Improvement,Jaipur,Priority,6
Clothing,Kanpur,Priority,6
Beauty & Personal Care,Mumbai,Economy,5
Sports & Outdoors,Delhi,Priority,3
Home Goods,Bhopal,Express,6
Clothing,Pune,Economy,5
Tools & Home Improvement,Bangalore,Express,4
Home Goods,Ahmedabad,Priority,2
Sports & Outdoors,Ahmedabad,Express,2
Tools & Home Improvement,Bhopal,Economy,11
Home Goods,Kanpur,Priority,4
Home Goods,Hyderabad,Express,2
Health & Household,Indore,Standard,7
Automotive,Kanpur,Priority,5
Tools & Home Improvement,Jaipur,Priority,4
Tools & Home Improvement,Jaipur,Standard,8
Clothing,Surat,Standard,4
Health & Household,Nagpur,Express,7
Books,Jaipur,Express,3
Automotive,Indore,Economy,7
Automotive,Chennai,Express,2
Automotive,Kanpur,Standard,5
Beauty & Personal Care,Ahmedabad,Standard,3
Beauty & Personal Care,Jaipur,Economy,7
Books,Lucknow,Priority,3
Clothing,Surat,Standard,6
Toys & Games,Bhopal,Standard,5
Electronics,Jaipur,Express,4
Clothing,Lucknow,Economy,9
Sports & Outdoors,Ahmedabad,Express,1
Health & Household,Surat,Standard,4
Automotive,Bangalore,Economy,5
Home Goods,Indore,Economy,7
Toys & Games,Delhi,Priority,3
Home Goods,Bangalore,Priority,2
Automotive,Indore,Standard,6
Toys & Games,Jaipur,Priority,3
Toys & Games,Mumbai,Economy,8
Clothing,Jaipur,Standard,7
Clothing,Delhi,Express,3
Toys & Games,Surat,Standard,5
Toys & Games,Chennai,Priority,4
Clothing,Delhi,Priority,4
Automotive,Bhopal,Priority,6
Tools & Home Improvement,Ahmedabad,Express,3
Clothing,Jaipur,Economy,9
Clothing,Chennai,Economy,8
Beauty & Personal Care,Chennai,Economy,6
Books,Indore,Express,6
Tools & Home Improvement,Lucknow,Economy,7
Health & Household,Hyderabad,Priority,1
Sports & Outdoors,Ahmedabad,Standard,2
Automotive,Delhi,Standard,4
Automotive,Indore,Standard,5
Books,Bangalore,Priority,3
Beauty & Personal Care,Lucknow,Economy,6
Health & Household,Delhi,Standard,5
Clothing,Hyderabad,Priority,1
Beauty & Personal Care,Ahmedabad,Priority,3
Toys & Games,Mumbai,Standard,6
Toys & Games,Hyderabad,Standard,4
Books,Jaipur,Standard,7
Toys & Games,Surat,Priority,4
Toys & Games,Ahmedabad,Express,4
Automotive,Mumbai,Priority,3
Electronics,Hyderabad,Economy,6
Toys & Games,Indore,Express,5
Home Goods,Bangalore,Economy,5
Clothing,Kolkata,Standard,4
Automotive,Kanpur,Standard,5
Clothing,Bhopal,Express,4
Clothing,Jaipur,Economy,9
Home Goods,Surat,Economy,6
Electronics,Bhopal,Standard,7
Automotive,Chennai,Express,4
Tools & Home Improvement,Hyderabad,Standard,5
Tools & Home Improvement,Lucknow,Economy,9
Automotive,Bangalore,Economy,6
Automotive,Lucknow,Express,4
Beauty & Personal Care,Delhi,Express,2
Tools & Home Improvement,Lucknow,Standard,6
Beauty & Personal Care,Jaipur,Express,6
Beauty & Personal Care,Lucknow,Standard,7
Automotive,Surat,Express,5
Sports & Outdoors,Indore,Express,4
Automotive,Bangalore,Economy,5
Electronics,Chennai,Standard,5
Clothing,Bhopal,Economy,7
Home Goods,Kolkata,Express,4
Books,Bangalore,Priority,2
Beauty & Personal Care,Lucknow,Express,6
Health & Household,Chennai,Express,5
Tools & Home Improvement,Chennai,Standard,7
Toys & Games,Jaipur,Standard,6
Toys & Games,Mumbai,Express,3
Sports & Outdoors,Surat,Priority,4
Toys & Games,Pune,Express,2
Toys & Games,Chennai,Priority,3
Beauty & Personal Care,Bhopal,Express,5
Home Goods,Ahmedabad,Priority,3
Books,Kanpur,Express,7
Home Goods,Pune,Standard,3
Automotive,Nagpur,Standard,6
Beauty & Personal Care,Delhi,Standard,6
Sports & Outdoors,Mumbai,Economy,7
Clothing,Mumbai,Standard,3
Beauty & Personal Care,Pune,Priority,3
Automotive,Kolkata,Standard,4
Beauty & Personal Care,Lucknow,Express,6
Toys & Games,Hyderabad,Economy,7
Toys & Games,Indore,Economy,9
Electronics,Mumbai,Priority,4
Home Goods,Indore,Priority,3
Automotive,Nagpur,Standard,7
Sports & Outdoors,Hyderabad,Priority,1
Electronics,Jaipur,Economy,7
Clothing,Bhopal,Standard,5
Books,Jaipur,Economy,8
Tools & Home Improvement,Pune,Economy,8
Clothing,Bangalore,Economy,7
Health & Household,Ahmedabad,Priority,1
Health & Household,Indore,Express,5
Beauty & Personal Care,Bhopal,Express,7
Toys & Games,Lucknow,Standard,4
Home Goods,Lucknow,Standard,7
Tools & Home Improvement,Kanpur,Economy,11
Health & Household,Delhi,Economy,6
Tools & Home Improvement,Kanpur,Priority,4
Books,Kanpur,Standard,5
Home Goods,Mumbai,Standard,6
Home Goods,Lucknow,Priority,5
Home Goods,Kolkata,Standard,2
Health & Household,Surat,Economy,6
Sports & Outdoors,Ahmedabad,Express,4
Electronics,Nagpur,Standard,8
Toys & Games,Kanpur,Economy,9
Home Goods,Indore,Standard,7
Home Goods,Chennai,Express,3
Tools & Home Improvement,Indore,Economy,9
Toys & Games,Nagpur,Economy,9
Automotive,Jaipur,Standard,5
Automotive,Kanpur,Economy,10
Home Goods,Chennai,Economy,6
Electronics,Nagpur,Priority,4
Electronics,Nagpur,Standard,6
Clothing,Surat,Standard,5
Home Goods,Surat,Priority,5
Automotive,Pune,Standard,5
Electronics,Mumbai,Economy,8
Home Goods,Surat,Express,5
Clothing,Ahmedabad,Economy,7
Books,Indore,Priority,5
Sports & Outdoors,Ahmedabad,Express,4
Sports & Outdoors,Jaipur,Economy,9
Health & Household,Delhi,Priority,4
Beauty & Personal Care,Ahmedabad,Economy,4
Clothing,Hyderabad,Standard,4
Toys & Games,Mumbai,Priority,4
Toys & Games,Ahmedabad,Express,2
Clothing,Pune,Priority,1
Toys & Games,Delhi,Standard,4
Electronics,Hyderabad,Economy,8
Clothing,Bhopal,Priority,4
Tools & Home Improvement,Bangalore,Priority,5
Tools & Home Improvement,Nagpur,Standard,8
Books,Chennai,Economy,5
Automotive,Nagpur,Priority,4
